_id,year,region,province,area,sex,age_group,value,unit,source
2270,2553,ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,ชาย,80 ปีขึ้นไป   ,1793,คน,สำนักงานสถิติแห่งชาติ
2271,2553,ภาคกลาง,จันทบุรี,นอกเขตเทศบาล,หญิง,80 ปีขึ้นไป   ,2568,คน,สำนักงานสถิติแห่งชาติ
2272,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,รวม,552108,คน,สำนักงานสถิติแห่งชาติ
2273,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,รวม,270533,คน,สำนักงานสถิติแห่งชาติ
2274,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,รวม,281575,คน,สำนักงานสถิติแห่งชาติ
2275,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,รวม,461461,คน,สำนักงานสถิติแห่งชาติ
2276,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,รวม,22184,คน,สำนักงานสถิติแห่งชาติ
2277,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,รวม,24277,คน,สำนักงานสถิติแห่งชาติ
2278,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,รวม,505647,คน,สำนักงานสถิติแห่งชาติ
2279,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,รวม,248349,คน,สำนักงานสถิติแห่งชาติ
2280,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,รวม,257298,คน,สำนักงานสถิติแห่งชาติ
2281,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,รวม,635153,คน,สำนักงานสถิติแห่งชาติ
2282,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,รวม,312034,คน,สำนักงานสถิติแห่งชาติ
2283,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,รวม,323119,คน,สำนักงานสถิติแห่งชาติ
2284,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,รวม,133540,คน,สำนักงานสถิติแห่งชาติ
2285,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,รวม,64592,คน,สำนักงานสถิติแห่งชาติ
2286,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,รวม,68948,คน,สำนักงานสถิติแห่งชาติ
2287,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,รวม,501613,คน,สำนักงานสถิติแห่งชาติ
2288,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,รวม,247442,คน,สำนักงานสถิติแห่งชาติ
2289,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,รวม,254171,คน,สำนักงานสถิติแห่งชาติ
2290,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,รวม,715603,คน,สำนักงานสถิติแห่งชาติ
2291,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,รวม,354566,คน,สำนักงานสถิติแห่งชาติ
2292,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,รวม,361037,คน,สำนักงานสถิติแห่งชาติ
2293,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,รวม,206250,คน,สำนักงานสถิติแห่งชาติ
2294,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,รวม,101563,คน,สำนักงานสถิติแห่งชาติ
2295,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,รวม,104688,คน,สำนักงานสถิติแห่งชาติ
2296,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,รวม,509353,คน,สำนักงานสถิติแห่งชาติ
2297,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,รวม,253003,คน,สำนักงานสถิติแห่งชาติ
2298,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,รวม,256350,คน,สำนักงานสถิติแห่งชาติ
2299,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,0 - 4 ปี,45091,คน,สำนักงานสถิติแห่งชาติ
2300,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,0 - 4 ปี,23089,คน,สำนักงานสถิติแห่งชาติ
2301,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,0 - 4 ปี,22002,คน,สำนักงานสถิติแห่งชาติ
2302,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,0 - 4 ปี,3296,คน,สำนักงานสถิติแห่งชาติ
2303,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,0 - 4 ปี,1647,คน,สำนักงานสถิติแห่งชาติ
2304,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,0 - 4 ปี,1649,คน,สำนักงานสถิติแห่งชาติ
2305,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,0 - 4 ปี,41795,คน,สำนักงานสถิติแห่งชาติ
2306,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,0 - 4 ปี,21442,คน,สำนักงานสถิติแห่งชาติ
2307,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,0 - 4 ปี,20353,คน,สำนักงานสถิติแห่งชาติ
2308,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,0 - 4 ปี,46194,คน,สำนักงานสถิติแห่งชาติ
2309,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,0 - 4 ปี,23588,คน,สำนักงานสถิติแห่งชาติ
2310,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,0 - 4 ปี,22606,คน,สำนักงานสถิติแห่งชาติ
2311,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,0 - 4 ปี,8572,คน,สำนักงานสถิติแห่งชาติ
2312,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,0 - 4 ปี,4351,คน,สำนักงานสถิติแห่งชาติ
2313,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,0 - 4 ปี,4221,คน,สำนักงานสถิติแห่งชาติ
2314,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,0 - 4 ปี,37622,คน,สำนักงานสถิติแห่งชาติ
2315,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,0 - 4 ปี,19237,คน,สำนักงานสถิติแห่งชาติ
2316,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,0 - 4 ปี,18385,คน,สำนักงานสถิติแห่งชาติ
2317,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,0 - 4 ปี,41580,คน,สำนักงานสถิติแห่งชาติ
2318,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,0 - 4 ปี,21737,คน,สำนักงานสถิติแห่งชาติ
2319,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,0 - 4 ปี,19842,คน,สำนักงานสถิติแห่งชาติ
2320,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,0 - 4 ปี,10334,คน,สำนักงานสถิติแห่งชาติ
2321,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,0 - 4 ปี,5418,คน,สำนักงานสถิติแห่งชาติ
2322,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,0 - 4 ปี,4916,คน,สำนักงานสถิติแห่งชาติ
2323,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,0 - 4 ปี,31245,คน,สำนักงานสถิติแห่งชาติ
2324,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,0 - 4 ปี,16319,คน,สำนักงานสถิติแห่งชาติ
2325,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,0 - 4 ปี,14926,คน,สำนักงานสถิติแห่งชาติ
2326,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,5 - 9 ปี,53526,คน,สำนักงานสถิติแห่งชาติ
2327,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,5 - 9 ปี,27286,คน,สำนักงานสถิติแห่งชาติ
2328,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,5 - 9 ปี,26240,คน,สำนักงานสถิติแห่งชาติ
2329,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,5 - 9 ปี,3857,คน,สำนักงานสถิติแห่งชาติ
2330,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,5 - 9 ปี,1917,คน,สำนักงานสถิติแห่งชาติ
2331,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,5 - 9 ปี,1940,คน,สำนักงานสถิติแห่งชาติ
2332,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,5 - 9 ปี,49669,คน,สำนักงานสถิติแห่งชาติ
2333,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,5 - 9 ปี,25369,คน,สำนักงานสถิติแห่งชาติ
2334,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,5 - 9 ปี,24300,คน,สำนักงานสถิติแห่งชาติ
2335,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,5 - 9 ปี,51399,คน,สำนักงานสถิติแห่งชาติ
2336,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,5 - 9 ปี,26581,คน,สำนักงานสถิติแห่งชาติ
2337,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,5 - 9 ปี,24818,คน,สำนักงานสถิติแห่งชาติ
2338,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,5 - 9 ปี,9335,คน,สำนักงานสถิติแห่งชาติ
2339,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,5 - 9 ปี,4947,คน,สำนักงานสถิติแห่งชาติ
2340,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,5 - 9 ปี,4388,คน,สำนักงานสถิติแห่งชาติ
2341,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,5 - 9 ปี,42064,คน,สำนักงานสถิติแห่งชาติ
2342,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,5 - 9 ปี,21634,คน,สำนักงานสถิติแห่งชาติ
2343,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,5 - 9 ปี,20430,คน,สำนักงานสถิติแห่งชาติ
2344,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,5 - 9 ปี,43090,คน,สำนักงานสถิติแห่งชาติ
2345,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,5 - 9 ปี,22151,คน,สำนักงานสถิติแห่งชาติ
2346,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,5 - 9 ปี,20938,คน,สำนักงานสถิติแห่งชาติ
2347,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,5 - 9 ปี,10810,คน,สำนักงานสถิติแห่งชาติ
2348,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,5 - 9 ปี,5540,คน,สำนักงานสถิติแห่งชาติ
2349,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,5 - 9 ปี,5270,คน,สำนักงานสถิติแห่งชาติ
2350,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,5 - 9 ปี,32280,คน,สำนักงานสถิติแห่งชาติ
2351,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,5 - 9 ปี,16612,คน,สำนักงานสถิติแห่งชาติ
2352,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,5 - 9 ปี,15668,คน,สำนักงานสถิติแห่งชาติ
2353,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,10 - 14 ปี,59587,คน,สำนักงานสถิติแห่งชาติ
2354,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,10 - 14 ปี,30210,คน,สำนักงานสถิติแห่งชาติ
2355,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,10 - 14 ปี,29377,คน,สำนักงานสถิติแห่งชาติ
2356,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,10 - 14 ปี,4290,คน,สำนักงานสถิติแห่งชาติ
2357,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,10 - 14 ปี,2100,คน,สำนักงานสถิติแห่งชาติ
2358,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,10 - 14 ปี,2190,คน,สำนักงานสถิติแห่งชาติ
2359,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,10 - 14 ปี,55297,คน,สำนักงานสถิติแห่งชาติ
2360,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,10 - 14 ปี,28110,คน,สำนักงานสถิติแห่งชาติ
2361,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,10 - 14 ปี,27187,คน,สำนักงานสถิติแห่งชาติ
2362,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,10 - 14 ปี,52489,คน,สำนักงานสถิติแห่งชาติ
2363,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,10 - 14 ปี,26988,คน,สำนักงานสถิติแห่งชาติ
2364,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,10 - 14 ปี,25501,คน,สำนักงานสถิติแห่งชาติ
2365,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,10 - 14 ปี,9880,คน,สำนักงานสถิติแห่งชาติ
2366,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,10 - 14 ปี,5095,คน,สำนักงานสถิติแห่งชาติ
2367,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,10 - 14 ปี,4785,คน,สำนักงานสถิติแห่งชาติ
2368,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,10 - 14 ปี,42609,คน,สำนักงานสถิติแห่งชาติ
2369,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,10 - 14 ปี,21893,คน,สำนักงานสถิติแห่งชาติ
2370,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,10 - 14 ปี,20716,คน,สำนักงานสถิติแห่งชาติ
2371,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,10 - 14 ปี,50554,คน,สำนักงานสถิติแห่งชาติ
2372,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,10 - 14 ปี,26273,คน,สำนักงานสถิติแห่งชาติ
2373,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,10 - 14 ปี,24281,คน,สำนักงานสถิติแห่งชาติ
2374,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,10 - 14 ปี,13007,คน,สำนักงานสถิติแห่งชาติ
2375,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,10 - 14 ปี,6873,คน,สำนักงานสถิติแห่งชาติ
2376,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,10 - 14 ปี,6134,คน,สำนักงานสถิติแห่งชาติ
2377,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,10 - 14 ปี,37547,คน,สำนักงานสถิติแห่งชาติ
2378,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,10 - 14 ปี,19400,คน,สำนักงานสถิติแห่งชาติ
2379,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,10 - 14 ปี,18147,คน,สำนักงานสถิติแห่งชาติ
2380,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,15 - 19 ปี,55811,คน,สำนักงานสถิติแห่งชาติ
2381,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,15 - 19 ปี,27932,คน,สำนักงานสถิติแห่งชาติ
2382,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,15 - 19 ปี,27879,คน,สำนักงานสถิติแห่งชาติ
2383,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,15 - 19 ปี,4656,คน,สำนักงานสถิติแห่งชาติ
2384,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,15 - 19 ปี,2229,คน,สำนักงานสถิติแห่งชาติ
2385,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,15 - 19 ปี,2427,คน,สำนักงานสถิติแห่งชาติ
2386,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,15 - 19 ปี,51155,คน,สำนักงานสถิติแห่งชาติ
2387,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,15 - 19 ปี,25703,คน,สำนักงานสถิติแห่งชาติ
2388,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,15 - 19 ปี,25452,คน,สำนักงานสถิติแห่งชาติ
2389,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,15 - 19 ปี,54949,คน,สำนักงานสถิติแห่งชาติ
2390,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,15 - 19 ปี,27822,คน,สำนักงานสถิติแห่งชาติ
2391,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,15 - 19 ปี,27127,คน,สำนักงานสถิติแห่งชาติ
2392,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,15 - 19 ปี,11595,คน,สำนักงานสถิติแห่งชาติ
2393,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,15 - 19 ปี,5743,คน,สำนักงานสถิติแห่งชาติ
2394,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,15 - 19 ปี,5852,คน,สำนักงานสถิติแห่งชาติ
2395,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,15 - 19 ปี,43354,คน,สำนักงานสถิติแห่งชาติ
2396,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,15 - 19 ปี,22079,คน,สำนักงานสถิติแห่งชาติ
2397,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,15 - 19 ปี,21275,คน,สำนักงานสถิติแห่งชาติ
2398,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,15 - 19 ปี,52325,คน,สำนักงานสถิติแห่งชาติ
2399,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,15 - 19 ปี,27035,คน,สำนักงานสถิติแห่งชาติ
2400,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,15 - 19 ปี,25290,คน,สำนักงานสถิติแห่งชาติ
2401,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,15 - 19 ปี,15148,คน,สำนักงานสถิติแห่งชาติ
2402,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,15 - 19 ปี,7852,คน,สำนักงานสถิติแห่งชาติ
2403,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,15 - 19 ปี,7296,คน,สำนักงานสถิติแห่งชาติ
2404,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,15 - 19 ปี,37177,คน,สำนักงานสถิติแห่งชาติ
2405,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,15 - 19 ปี,19183,คน,สำนักงานสถิติแห่งชาติ
2406,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,15 - 19 ปี,17994,คน,สำนักงานสถิติแห่งชาติ
2407,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,20 - 24 ปี,55685,คน,สำนักงานสถิติแห่งชาติ
2408,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,20 - 24 ปี,27386,คน,สำนักงานสถิติแห่งชาติ
2409,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,20 - 24 ปี,28299,คน,สำนักงานสถิติแห่งชาติ
2410,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,20 - 24 ปี,4923,คน,สำนักงานสถิติแห่งชาติ
2411,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,20 - 24 ปี,2384,คน,สำนักงานสถิติแห่งชาติ
2412,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,20 - 24 ปี,2539,คน,สำนักงานสถิติแห่งชาติ
2413,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,20 - 24 ปี,50762,คน,สำนักงานสถิติแห่งชาติ
2414,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,20 - 24 ปี,25002,คน,สำนักงานสถิติแห่งชาติ
2415,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,20 - 24 ปี,25760,คน,สำนักงานสถิติแห่งชาติ
2416,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,20 - 24 ปี,56906,คน,สำนักงานสถิติแห่งชาติ
2417,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,20 - 24 ปี,28250,คน,สำนักงานสถิติแห่งชาติ
2418,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,20 - 24 ปี,28656,คน,สำนักงานสถิติแห่งชาติ
2419,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,20 - 24 ปี,12850,คน,สำนักงานสถิติแห่งชาติ
2420,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,20 - 24 ปี,6160,คน,สำนักงานสถิติแห่งชาติ
2421,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,20 - 24 ปี,6690,คน,สำนักงานสถิติแห่งชาติ
2422,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,20 - 24 ปี,44056,คน,สำนักงานสถิติแห่งชาติ
2423,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,20 - 24 ปี,22090,คน,สำนักงานสถิติแห่งชาติ
2424,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,20 - 24 ปี,21966,คน,สำนักงานสถิติแห่งชาติ
2425,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,20 - 24 ปี,50978,คน,สำนักงานสถิติแห่งชาติ
2426,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,20 - 24 ปี,26407,คน,สำนักงานสถิติแห่งชาติ
2427,2553,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,20 - 24 ปี,24571,คน,สำนักงานสถิติแห่งชาติ
2428,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,20 - 24 ปี,16849,คน,สำนักงานสถิติแห่งชาติ
2429,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,20 - 24 ปี,8595,คน,สำนักงานสถิติแห่งชาติ
2430,2553,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,20 - 24 ปี,8254,คน,สำนักงานสถิติแห่งชาติ
2431,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,20 - 24 ปี,34129,คน,สำนักงานสถิติแห่งชาติ
2432,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,20 - 24 ปี,17812,คน,สำนักงานสถิติแห่งชาติ
2433,2553,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,20 - 24 ปี,16317,คน,สำนักงานสถิติแห่งชาติ
2434,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,25 - 29 ปี,48650,คน,สำนักงานสถิติแห่งชาติ
2435,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,25 - 29 ปี,23715,คน,สำนักงานสถิติแห่งชาติ
2436,2533,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,25 - 29 ปี,24935,คน,สำนักงานสถิติแห่งชาติ
2437,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,25 - 29 ปี,4737,คน,สำนักงานสถิติแห่งชาติ
2438,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,25 - 29 ปี,2266,คน,สำนักงานสถิติแห่งชาติ
2439,2533,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,25 - 29 ปี,2471,คน,สำนักงานสถิติแห่งชาติ
2440,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,25 - 29 ปี,43913,คน,สำนักงานสถิติแห่งชาติ
2441,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,25 - 29 ปี,21449,คน,สำนักงานสถิติแห่งชาติ
2442,2533,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,25 - 29 ปี,22464,คน,สำนักงานสถิติแห่งชาติ
2443,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,รวม,25 - 29 ปี,57761,คน,สำนักงานสถิติแห่งชาติ
2444,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,ชาย,25 - 29 ปี,28170,คน,สำนักงานสถิติแห่งชาติ
2445,2543,ภาคกลาง,ฉะเชิงเทรา,รวม,หญิง,25 - 29 ปี,29591,คน,สำนักงานสถิติแห่งชาติ
2446,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,รวม,25 - 29 ปี,13196,คน,สำนักงานสถิติแห่งชาติ
2447,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,ชาย,25 - 29 ปี,6420,คน,สำนักงานสถิติแห่งชาติ
2448,2543,ภาคกลาง,ฉะเชิงเทรา,ในเขตเทศบาล,หญิง,25 - 29 ปี,6776,คน,สำนักงานสถิติแห่งชาติ
2449,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,รวม,25 - 29 ปี,44565,คน,สำนักงานสถิติแห่งชาติ
2450,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,ชาย,25 - 29 ปี,21750,คน,สำนักงานสถิติแห่งชาติ
2451,2543,ภาคกลาง,ฉะเชิงเทรา,นอกเขตเทศบาล,หญิง,25 - 29 ปี,22815,คน,สำนักงานสถิติแห่งชาติ
