﻿year,quarter,region,area,level_of_edu,value,unit,source
2564,"ไตรมาส 2",ภาคเหนือ,รวม,ต่ำกว่าประถมศึกษา,52.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,ประถมศึกษา,76.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,มัธยมศึกษาตอนต้น,59.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,"มัธยมศึกษาตอนปลาย สายสามัญ",66.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",69.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,"มัธยมศึกษาตอนปลาย สายวิชาการ",68.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,"อุดมศึกษา สายวิชาการ",80.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,"อุดมศึกษา สายวิชาชีพ",82.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,"อุดมศึกษา สายวิชาการศึกษา",65.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,การศึกษาอื่นๆ,79.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,รวม,ไม่ทราบ,54.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,รวม,62.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,ไม่มีการศึกษา,49.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,ต่ำกว่าประถมศึกษา,49.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,ประถมศึกษา,75.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,55.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",61.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",65.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",37.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",80.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",79.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",59.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,การศึกษาอื่นๆ,82.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,ในเขตเทศบาล,ไม่ทราบ,62.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,รวม,64.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,48.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,53.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,ประถมศึกษา,76.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,61.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",69.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",73.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการ",80.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",84.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",69.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,การศึกษาอื่นๆ,73.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคเหนือ,นอกเขตเทศบาล,ไม่ทราบ,30.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,รวม,61.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,ไม่มีการศึกษา,25.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,ต่ำกว่าประถมศึกษา,48.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,ประถมศึกษา,75.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,มัธยมศึกษาตอนต้น,55.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,"มัธยมศึกษาตอนปลาย สายสามัญ",65.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",61.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,"มัธยมศึกษาตอนปลาย สายวิชาการ",62.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,"อุดมศึกษา สายวิชาการ",80.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,"อุดมศึกษา สายวิชาชีพ",79.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,"อุดมศึกษา สายวิชาการศึกษา",68.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,การศึกษาอื่นๆ,100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,รวม,ไม่ทราบ,48.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,รวม,59.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ไม่มีการศึกษา,24.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ต่ำกว่าประถมศึกษา,44.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ประถมศึกษา,72.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,54.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",58.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",63.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",81.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",78.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",63.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การศึกษาอื่นๆ,100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ไม่ทราบ,35.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,62.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,25.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,49.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,76.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,56.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",68.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",60.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",60.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการ",79.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",79.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",71.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การศึกษาอื่นๆ,.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,67.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,รวม,68.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,ไม่มีการศึกษา,46.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,ต่ำกว่าประถมศึกษา,56.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,ประถมศึกษา,75.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,มัธยมศึกษาตอนต้น,61.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,"มัธยมศึกษาตอนปลาย สายสามัญ",69.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",71.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,"มัธยมศึกษาตอนปลาย สายวิชาการ",69.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,"อุดมศึกษา สายวิชาการ",81.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,"อุดมศึกษา สายวิชาชีพ",83.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,"อุดมศึกษา สายวิชาการศึกษา",68.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,การศึกษาอื่นๆ,43.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,รวม,ไม่ทราบ,78.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,รวม,65.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,ไม่มีการศึกษา,47.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,ต่ำกว่าประถมศึกษา,57.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,ประถมศึกษา,72.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,55.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",60.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",64.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",28.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",80.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",83.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",59.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,การศึกษาอื่นๆ,42.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,ในเขตเทศบาล,ไม่ทราบ,71.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,รวม,69.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,ไม่มีการศึกษา,46.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,56.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,ประถมศึกษา,76.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,64.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",73.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",76.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการ",83.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",82.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",75.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,การศึกษาอื่นๆ,43.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 2",ภาคใต้,นอกเขตเทศบาล,ไม่ทราบ,83.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,รวม,66.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,ไม่มีการศึกษา,50.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,ต่ำกว่าประถมศึกษา,50.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,ประถมศึกษา,75.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,มัธยมศึกษาตอนต้น,62.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,"มัธยมศึกษาตอนปลาย สายสามัญ",67.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",68.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,"มัธยมศึกษาตอนปลาย สายวิชาการ",63.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,"อุดมศึกษา สายวิชาการ",80.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,"อุดมศึกษา สายวิชาชีพ",81.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,"อุดมศึกษา สายวิชาการศึกษา",63.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,การศึกษาอื่นๆ,94.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,รวม,ไม่ทราบ,76.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,รวม,65.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,ไม่มีการศึกษา,54.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,ต่ำกว่าประถมศึกษา,46.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,ประถมศึกษา,73.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,61.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",62.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",68.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",78.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",79.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",79.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",56.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,การศึกษาอื่นๆ,94.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,ในเขตเทศบาล,ไม่ทราบ,72.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,รวม,66.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,48.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,52.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,77.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,62.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",71.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",68.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",47.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการ",81.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",83.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",72.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,การศึกษาอื่นๆ,93.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,83.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,รวม,67.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,ไม่มีการศึกษา,61.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,ต่ำกว่าประถมศึกษา,43.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,ประถมศึกษา,73.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,63.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",59.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",68.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",79.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
